state_district,scst,stunting_rate,underweight_rate,wasting_rate,mean_haz,mean_waz,mean_whz,mean_age,mean_hhsize,mean_wealth,prop_literate,prop_male,prop_urban,pop_weighted,n_obs,state_name,district_name,survey_month,survey_year,post,phase2,months_since_covid
andhra pradesh - y.s.r.,0,0.35638554087746155,0.2990022262198984,0.152291778165936,-144.38643360847678,-144.82229688036116,-89.60168084588132,25.77921149970314,5.798835539648171,0.6707271894565541,0.8003257213636606,0.635665162603937,0.2912102978858464,270.969638,118,andhra pradesh,y.s.r.,7,2015,0,0,0
andhra pradesh - y.s.r.,1,0.3666677049870487,0.4680193360044786,0.26848616159715377,-173.55901677927773,-207.5314262293586,-150.29129300086518,27.589320433939896,5.504229631603318,0.03559292360581156,0.5568279958484254,0.43876572600732666,0.3143750661522856,49.214097,21,andhra pradesh,y.s.r.,7,2015,0,0,0
arunachal pradesh - anjaw,0,0.0906736997370615,0.0906736997370615,0.0,-62.50130667607259,-50.848441608414035,-18.745903610594496,28.25686205348554,3.3514156993522737,-0.08833957040017955,0.6245751298659655,0.1390207144231386,0.0,0.124744,9,arunachal pradesh,anjaw,10,2016,0,1,0
arunachal pradesh - anjaw,1,0.2536233843585173,0.12822998289453338,0.2384517299263848,-55.67231694827937,-67.58022616380616,-46.61046338688239,27.700540621496312,4.6637974967914255,-0.48328582231393213,0.6949139145031754,0.48068233269473853,0.06835876965447235,1.442229,112,arunachal pradesh,anjaw,10,2016,0,1,0
arunachal pradesh - changlang,0,0.27509893439166755,0.3467167162087654,0.23331814037249074,-119.93521131375726,-155.64300721411539,-128.9316073280285,27.766113659579226,6.8054589529508975,-0.30850331146168963,0.4835405166228666,0.4450612902851446,0.12761495469759448,4.394579,52,arunachal pradesh,changlang,10,2016,0,1,0
arunachal pradesh - changlang,1,0.12987671295863681,0.14805087222021981,0.07032938346096626,-122.14425414454782,-111.03948871178983,-62.75513794888451,27.110159982438418,5.71925870551573,-0.21344561271227036,0.7163741714241639,0.5243793004735989,0.15290478033933597,2.696796,35,arunachal pradesh,changlang,10,2016,0,1,0
arunachal pradesh - dibang valley,0,0.09967517401392112,0.09967517401392112,0.0,-170.80529002320185,-125.89967517401392,-30.688167053364268,31.9892343387471,5.378190255220418,0.2587480807424594,0.8006496519721578,0.32371229698375875,0.24872389791183297,0.010775,6,arunachal pradesh,dibang valley,10,2016,0,1,0
arunachal pradesh - dibang valley,1,0.3876438915707391,0.16910508726327522,0.07562662458225029,-163.50048737467517,-107.12604901596738,-22.68566654288897,29.646917935388046,4.805388971407355,-0.10770633294652807,0.6424480133679913,0.504010397326402,0.07987838841440775,0.21544,86,arunachal pradesh,dibang valley,11,2016,0,1,0
arunachal pradesh - east kameng,1,0.3613387987983661,0.21378709180108202,0.13199098054188788,-142.14404622112082,-91.40999056270758,-13.130557376576787,28.752039823933263,6.122560892148316,0.043500119025149234,0.6909380380517395,0.4720447226804792,0.4698618985527084,0.694055,16,arunachal pradesh,east kameng,4,2016,0,0,0
arunachal pradesh - east siang,0,0.18980155864850734,0.0,0.0,9.603764659014507,-40.620197694395344,-43.25496103378732,28.342778178920902,6.1388093518910445,0.20202867639369568,0.6203968827029853,0.43059532405447803,1.0,0.281141,5,arunachal pradesh,east siang,11,2016,0,0,0
arunachal pradesh - east siang,1,0.20417705216024307,0.2110066542052823,0.1853987268514324,-93.49226623489103,-95.54423006257026,-64.08499350234717,28.470698231319336,5.641378125704395,-0.16043891699022053,0.8945561048582727,0.5182662682309352,0.34794731429142955,1.379729,30,arunachal pradesh,east siang,11,2016,0,0,0
arunachal pradesh - kurung kumey,1,0.18453179582018833,0.18453179582018833,0.18453179582018833,-18.04380461979186,-66.79609215408978,-84.47183039005937,35.51353180790756,4.182150584424219,-0.1677860801271591,0.5444392065851978,0.18453179582018833,0.0,0.165462,4,arunachal pradesh,kurung kumey,9,2016,0,0,0
arunachal pradesh - lohit,0,0.28704279822141265,0.27069636818421877,0.26025997239155546,-94.93581028081817,-121.78919306801879,-98.12363221610205,25.84928103935581,5.960179377904998,-0.8393929485623783,0.46893211706541643,0.5186410034843302,0.15241202652449926,11.690626,171,arunachal pradesh,lohit,11,2016,0,1,0
arunachal pradesh - lohit,1,0.22274247281473797,0.18154524818636011,0.20961485289795656,-77.17537104208881,-101.90125934855911,-83.05045273322092,26.361846035901557,5.334284704713143,-0.3437565758726932,0.646811048894801,0.5268113679252578,0.263839154511284,4.137536,61,arunachal pradesh,lohit,10,2016,0,1,0
arunachal pradesh - lower dibang valley,0,0.23716122626196073,0.13147221753129004,0.20140340386342098,-109.88854160610751,-75.07389279389766,-18.360413085024607,27.563676866445014,5.2713410498398465,-0.6163883976206361,0.36740057453921976,0.6014537890889223,0.3093588249353344,1.083651,38,arunachal pradesh,lower dibang valley,11,2016,0,1,0
arunachal pradesh - lower dibang valley,1,0.22163992849514255,0.13991764376645555,0.2148012770356325,-105.58958839016978,-111.17018156065633,-76.76273751663402,29.990201778483435,5.41036934657582,0.016904535041377976,0.7723118571273551,0.49872010874221123,0.3822414374075491,0.875465,33,arunachal pradesh,lower dibang valley,10,2016,0,1,0
arunachal pradesh - lower subansiri,0,0.12538163131643912,0.12538163131643912,0.4091490755201774,0.044148319814600614,-114.93977530354175,-165.76360521940651,22.19444304498967,4.528867953045493,-0.05318374139755146,1.0,0.2045745377600887,0.0,0.19849,6,arunachal pradesh,lower subansiri,8,2016,0,0,0
arunachal pradesh - lower subansiri,1,0.21418395082701425,0.0,0.14174684560856202,-6.616662290929876,-43.542147997714316,-54.242586987073565,27.339093218637547,4.455052817717101,0.1530603161534185,0.6471386542292784,0.5845662615249185,0.2332956247779957,0.518008,14,arunachal pradesh,lower subansiri,8,2016,0,0,0
arunachal pradesh - tawang,0,0.21877644914169145,0.21877644914169145,0.5830855704333862,53.210768462857274,-135.28359990451185,-234.78558562468808,23.30430347880813,3.6356908787083055,0.33567410165151157,0.5830855704333862,0.5830855704333862,0.36430912129169474,0.046078999999999995,4,arunachal pradesh,tawang,4,2016,0,1,0
arunachal pradesh - tawang,1,0.0,0.0,0.18555222436301744,42.38466921834095,-17.94047053334601,-74.57796286536318,26.39097640421285,3.719580788139034,0.4428294279468813,0.7262508531980888,0.4646927190883091,0.4525017063961776,0.115741,7,arunachal pradesh,tawang,6,2016,0,1,0
arunachal pradesh - tirap,0,0.5335558134108178,0.0,0.0,-166.86788007812376,-104.06396941538247,-23.743121817432076,30.475343389688557,5.9982227166223945,0.3435651111920905,1.0,0.46644418658918224,1.0,0.312837,5,arunachal pradesh,tirap,10,2016,0,1,0
arunachal pradesh - tirap,1,0.21262231104635906,0.0,0.10726844086348818,-167.39007488238616,-33.58583133723944,69.28239077815122,28.917453033187993,5.382110100409995,0.10304829634699074,0.8737537971268844,0.7683999269440135,0.5159075211977823,0.476347,9,arunachal pradesh,tirap,8,2016,0,1,0
arunachal pradesh - upper siang,0,1.0,0.5,0.0,-418.0,-78.0,293.00000000000006,30.0,5.0,-0.187535,1.0,0.5,0.0,0.016338,2,arunachal pradesh,upper siang,9,2016,0,0,0
arunachal pradesh - upper siang,1,0.48949314385091314,0.06292923782747961,0.11949887867809902,-143.49970393371842,-75.12516376894706,8.555718741694989,28.08589185887662,4.484956569174604,0.1284129744637004,0.6095095557140792,0.7214039602944811,0.4487245837587829,0.214479,16,arunachal pradesh,upper siang,9,2016,0,0,0
arunachal pradesh - upper subansiri,0,0.0,0.0,1.0,408.0,103.0,-210.0,23.999999999999996,4.0,0.24923000000000003,1.0,0.0,0.0,0.023346,1,arunachal pradesh,upper subansiri,9,2016,0,0,0
arunachal pradesh - upper subansiri,1,0.5687708965303456,0.38844186612935366,0.0,-228.42652171024952,-177.4967340522109,-56.19508890020593,28.781037575006092,4.486362730553772,-0.12618570923100766,0.6160042512676305,0.42608329827513675,0.6297500166065142,0.225815,5,arunachal pradesh,upper subansiri,9,2016,0,0,0
arunachal pradesh - west kameng,0,0.31109302174805675,0.21493585079637217,0.0,-152.61784219512018,-102.37792381336577,-21.467484169806287,27.89416822147143,5.01929698812105,-0.20820929491704904,0.6092499477729673,0.35158337955725877,0.09615717095168458,0.555268,13,arunachal pradesh,west kameng,4,2016,0,1,0
arunachal pradesh - west kameng,1,0.21240712668387213,0.10326049164661683,0.09374517793861803,-97.92511922288072,-63.85347158617922,-13.776988146255562,26.638774373554213,5.77866034608245,-0.172167598171375,0.5037076478141864,0.46241325256442606,0.10269823515036884,1.509987,32,arunachal pradesh,west kameng,5,2016,0,1,0
arunachal pradesh - west siang,0,0.2698915930196818,0.2698915930196818,0.4874515207713853,61.002711037895835,-31.035581940688708,-88.05249743573806,26.31763003484634,5.0795663720787285,-0.20210253359442182,0.7301084069803183,0.5125484792286148,0.4602168139606366,0.289557,4,arunachal pradesh,west siang,8,2016,0,0,0
arunachal pradesh - west siang,1,0.11700020510855033,0.18650206081693088,0.3824540863761512,-58.185398666644716,-105.90060469593782,-104.01248766728699,27.912363254728348,5.059626702438397,0.1742575563487085,0.3550713463355187,0.6854428323544516,0.35629301478128994,0.667939,11,arunachal pradesh,west siang,8,2016,0,0,0
assam - baksa,0,0.34858726263814244,0.26581612740445126,0.11900250738429566,-144.88082699312298,-135.70094231012598,-78.60504243401853,26.53400279161677,5.538742365588783,-0.337941587557828,0.8180039986100102,0.5111705960897811,0.029737015079957307,50.011879,99,assam,baksa,2,2016,0,0,0
assam - baksa,1,0.26724267875957897,0.20271778067700533,0.0819209753764269,-120.27352564577427,-106.57195670392278,-54.6111377816326,26.82491554129925,5.739416451535501,-0.48077268225509956,0.7919043199344664,0.5152045450491752,0.009681091184671524,76.80973,149,assam,baksa,2,2016,0,0,0
assam - barpeta,0,0.22638723282883214,0.23381990292199425,0.11284038404361962,-89.34947061696913,-79.29281962058347,-42.3304432398886,27.395082788267885,5.383332241954159,0.14583347844817013,0.9446121404469635,0.5736220570639913,0.08813723975158883,29.106902,35,assam,barpeta,12,2015,0,0,0
assam - barpeta,1,0.46666918284674475,0.294860593222144,0.12390859450836764,-174.50540641905278,-134.67912121321092,-45.69812699121229,27.428655051226556,5.562821289696827,-0.2273408444607435,0.7492823190700595,0.6251854568357728,0.5227015908499013,20.189334,24,assam,barpeta,12,2015,0,0,0
assam - bongaigaon,0,0.27500530072058466,0.18824750045472052,0.20588610515883585,-108.16781100308731,-99.626103247443,-55.47985286005397,26.80742008371035,5.331138253088407,-0.02519780691694425,0.8554370024466128,0.5115736254049027,0.20732073156956984,26.807676,75,assam,bongaigaon,12,2015,0,0,0
assam - bongaigaon,1,0.37728730563382884,0.2903185246231287,0.21694309007419282,-141.33639858520723,-136.96924431669413,-75.44265394819413,27.078691460014323,5.8595436751372185,-0.2989956074137058,0.7668340352106323,0.5068070701631717,0.10385974624008765,25.680652,69,assam,bongaigaon,12,2015,0,0,0
assam - cachar,0,0.3581990269914527,0.3428682675149276,0.36134716054961336,-108.39569098149637,-146.74259789513533,-121.26094280449747,30.041196760228033,5.943134860292977,-0.2820271257533018,0.7025588003277401,0.47602090355777377,0.1386055395213306,109.270777,112,assam,cachar,12,2015,0,0,0
assam - cachar,1,0.44187350356197114,0.5226047208832626,0.32694569267307694,-149.80407136262681,-191.31220564901375,-151.27159813987882,25.697984062228457,5.511371984517039,-0.511135575451523,0.7731788075256992,0.574860900131289,0.11853923864509974,51.085059,52,assam,cachar,12,2015,0,0,0
assam - chirang,0,0.2701804377223424,0.2118610823917382,0.14356436556065896,-117.92148596362757,-108.77524586482922,-66.02742978462426,27.945870861687318,5.122617888603836,-0.46957656469818404,0.796255682665545,0.5560922028717884,0.1575105023534991,11.93542,49,assam,chirang,1,2016,0,0,0
assam - chirang,1,0.2993802261391147,0.12381276323582895,0.05253676126538741,-114.96297261971094,-93.73562990499069,-39.88345260723253,27.620302175993416,5.921742679191035,-0.5116175003557816,0.740349677444306,0.39391147463630205,0.017820299766431062,29.631937,121,assam,chirang,1,2016,0,0,0
assam - darrang,0,0.2847815644103892,0.25559383589731816,0.14413191587733185,-148.1223157497903,-129.34327410674481,-63.60328188324452,27.661909476983855,5.871225290552803,-0.1301389856205752,0.9487773962759655,0.4356968749128566,0.15315904129121766,50.706618,106,assam,darrang,3,2016,0,0,0
assam - darrang,1,0.12079268983680372,0.12079268983680372,0.08400274043285474,-99.50211939207581,-96.25156035204023,-56.18392184668525,28.773686522863976,4.767726701412343,-0.5325996949270646,0.6314241811854611,0.4730798800354506,0.034076814098693474,11.612764,25,assam,darrang,3,2016,0,0,0
assam - dhemaji,0,0.3523123459789385,0.17540306705640224,0.07348113666176607,-135.0937259987596,-107.2558738253776,-43.291586346597086,26.531281025885267,5.6977778654839835,-0.5949567455942519,0.7933059423295544,0.5253878443998268,0.11132123858822993,56.248395,168,assam,dhemaji,1,2016,0,0,0
assam - dhemaji,1,0.35209503816852505,0.13508216483335916,0.0457959799812958,-143.60628684978752,-100.94851366189029,-27.288627330537427,26.32760772185119,6.406505234255386,-0.8402342786870519,0.7243481098479555,0.5179255855808819,0.01758424179695358,65.1191,195,assam,dhemaji,2,2016,0,0,0
assam - dhubri,0,0.2571496925276095,0.26944432974292964,0.24122965360441156,-97.52295741607657,-109.09633268094835,-74.56299774664171,25.82240868596893,6.330317709311581,-0.22611555429517696,1.0,0.6129146048172518,0.14178017084502662,28.649238999999998,26,assam,dhubri,11,2015,0,0,0
assam - dhubri,1,0.38716006351663923,0.30879156306354844,0.07458831644024705,-148.1666637279352,-152.18024544131526,-94.07244686664366,25.625875738779786,6.7656083409053815,-0.15883898821424944,0.6953799983876761,0.30789107926621245,0.6091736315244943,12.987463,13,assam,dhubri,11,2015,0,0,0
assam - dibrugarh,0,0.3315704336263619,0.36183697124067954,0.2294881940952815,-120.99842139769063,-142.79680438926718,-103.63066649230439,26.728745235940295,5.63025990409468,-0.3562449456011175,0.6635834183421974,0.49211482051569494,0.16037267485148846,151.684182,208,assam,dibrugarh,12,2015,0,0,0
assam - dibrugarh,1,0.35923861960629566,0.15208858602154018,0.02595853164792783,-118.63741969631823,-98.76996695228216,-46.74807192091882,27.35123817028964,5.945573371445152,-0.09346570228653181,0.914092109842434,0.592346786765265,0.05705018765013939,27.633073,39,assam,dibrugarh,12,2015,0,0,0
assam - dima hasao,0,0.34252689567054734,0.2148365234427582,0.01586876356303696,-138.2543281561669,-115.91437731879519,-54.7789946121948,29.73625437456717,5.674360432458038,-0.198318390729097,0.6512264478621954,0.5232123547736193,0.4340185039504681,6.054599,57,assam,dima hasao,3,2016,0,0,0
assam - dima hasao,1,0.362716635207603,0.1775951211622937,0.06118190158635233,-149.6812161453899,-111.7392760495929,-37.56883430319784,27.817169048838462,5.667847732467116,-0.6493005271479859,0.6327506582763383,0.5486384435280335,0.16251750866241768,21.066001,209,assam,dima hasao,3,2016,0,0,0
assam - goalpara,0,0.3339548066016353,0.22004062777147612,0.0816531140813697,-142.30514378193203,-128.03822446510583,-66.00104195841318,26.991092185639506,5.497933574082271,-0.06513311245999023,0.721387039047926,0.574182275035265,0.3034419442871805,18.009356,35,assam,goalpara,11,2015,0,0,0
assam - goalpara,1,0.35387288104675285,0.400417899588833,0.24055137624633893,-151.909117017701,-154.31413335199204,-99.38925276089672,27.36776003928666,5.923647477994516,-0.37310405220046605,0.807087373284917,0.5577877647239355,0.05453394881183873,34.043106,72,assam,goalpara,11,2015,0,0,0
assam - golaghat,0,0.35028309188461304,0.22727608515069012,0.17969639416283179,-120.5570690628695,-119.23203281645166,-74.09409147168039,26.94235355353906,5.139897762671731,-0.29249932202280976,0.7770481326168323,0.47977891187625527,0.08462777790985644,108.983873,185,assam,golaghat,12,2015,0,0,0
assam - golaghat,1,0.2577821960193019,0.13344922522692823,0.08735406140876661,-111.31475481610873,-103.4526974190495,-59.15657592197654,27.07853662132949,5.410861376299794,-0.5214968788272883,0.6164971684750625,0.5214704059862911,0.04902197179269204,26.069698,46,assam,golaghat,12,2015,0,0,0
assam - hailakandi,0,0.2805410010578685,0.2377201667228333,0.15090803848010007,-82.92237638682417,-124.10050107493856,-110.98338136545567,30.201263197037253,5.5964873484614985,-0.608207636316995,0.7368461434787518,0.3806405427592155,0.23993338747380455,16.813054,47,assam,hailakandi,3,2016,0,0,0
assam - hailakandi,1,0.42469794156343754,0.2550898453015084,0.13488642466095213,-145.16362439738046,-135.27941092872888,-76.24788905091071,28.066861794778088,5.647061097169393,-0.7503330160061727,0.694432600796321,0.5937475020010544,0.03335347818198366,21.654833,59,assam,hailakandi,2,2016,0,0,0
assam - jorhat,0,0.2436792698808929,0.1781854920536241,0.13932673634411544,-103.24545551659295,-110.45618305097324,-74.69497185281939,26.65540672700802,5.460020878860406,-0.03213186570386033,0.8505809203051404,0.5664198548158922,0.21656812412978252,107.736723,174,assam,jorhat,12,2015,0,0,0
assam - jorhat,1,0.2881062895768115,0.18838553675365138,0.13952077136776733,-115.03176106177695,-99.52901719464128,-52.72910590753777,25.596034159523587,6.654817771996136,-0.5828741475155983,0.7568490702667345,0.5864164849152484,0.03764079178194197,43.689251,77,assam,jorhat,12,2015,0,0,0
assam - kamrup,0,0.1989715517134334,0.1646510261630703,0.18366894345514817,-91.26871057253979,-132.42137580788562,-109.22919950184529,26.922447783744182,4.91939782420486,0.023517037218093693,0.9565358605406216,0.5239302532558159,0.12832908505028745,53.474152000000004,63,assam,kamrup,11,2015,0,0,0
assam - kamrup,1,0.3014268770857582,0.25552795429901387,0.13040592505076185,-118.3237110562587,-124.76977712789441,-78.05255172364326,25.655880337836308,5.365907804317196,-0.22255674796008088,0.7943269256263408,0.46396735941494105,0.061929355157425155,46.843278,56,assam,kamrup,11,2015,0,0,0
assam - kamrup metropolitan,0,0.2067293093127347,0.12380552278572363,0.06360182042092183,-79.3856760332751,-85.78604647333489,-59.32390298652797,28.223500452740115,4.705737936448132,0.7619992737822534,0.9426157855336624,0.5488393192477194,0.804294152789198,66.80433,81,assam,kamrup metropolitan,11,2015,0,0,0
assam - kamrup metropolitan,1,0.26702701242989485,0.2593965804459491,0.1121562633901155,-114.08292207577836,-115.7037006756837,-73.06341415380273,28.66489111375648,6.3268909985548705,0.24351424841445843,0.7813287953475124,0.5864773715854256,0.7094836861256095,57.915856,71,assam,kamrup metropolitan,11,2015,0,0,0
assam - karbi anglong,0,0.3551292935548636,0.32830938251847097,0.21855104740790776,-131.04529945949446,-144.7593558551448,-101.86217486368012,27.965749316864056,6.4122887462291995,-0.3799147836420184,0.5466085608431477,0.43837265970694994,0.13678637553787626,30.750102,65,assam,karbi anglong,3,2016,0,0,0
assam - karbi anglong,1,0.2666610247962498,0.22043794972205383,0.16766385631821717,-107.81781136753366,-129.30261415846874,-100.6774405232009,29.734458266980642,5.738813646403844,-0.7566694404811737,0.5283539688791608,0.5713444690124195,0.08571927765727277,95.937451,220,assam,karbi anglong,3,2016,0,0,0
assam - karimganj,0,0.3378146350343919,0.36994297390722114,0.25927140325096276,-132.38967350424818,-137.31431202296395,-89.34813074922772,28.04405825781034,6.311904066298722,-0.29440667175574436,0.854946631434741,0.6037460372344083,0.17737713441485584,37.528084,61,assam,karimganj,1,2016,0,0,0
assam - karimganj,1,0.44179508318566774,0.4498553440732975,0.314099998618579,-162.34038827447233,-182.2658224752433,-121.45897070653865,27.87085640631332,5.70170874503589,-0.6894909618037762,0.6154690132404241,0.42894809948531154,0.0,30.258698000000003,48,assam,karimganj,1,2016,0,0,0
assam - kokrajhar,0,0.3399177841082412,0.2469424543984106,0.1658300189361638,-133.41824157789023,-130.5855782059666,-74.83643280228263,26.976326449198037,5.119290684895284,-0.9644601450365908,0.54627060879328,0.5383435713364503,0.027281460134486075,30.78237,66,assam,kokrajhar,1,2016,0,0,0
assam - kokrajhar,1,0.24760863945071135,0.14071966954364765,0.06643938335477054,-104.29615739860301,-89.59153136801473,-46.031564088102975,26.599504839673124,5.769392220179273,-0.22070672513189316,0.8475158576258014,0.5804432881899304,0.12668825813745405,42.807953,99,assam,kokrajhar,1,2016,0,0,0
